n_invalid_so_far,n_valid_so_far,n_reissues_so_far,max_time_offset_so_far,any_cross_session_so_far,any_valid_after_reissue_so_far,any_valid_near_or_after_ttl_so_far,mean_invalid_attempt_gap_s,channel_is_sms,fraction_observed,scenario_type,label
0,1,0,77.98082319246751,0,0,0,0.0,1,0.7881576203415547,benign_sms_normal,0
0,1,0,58.659229340021575,0,0,0,0.0,0,0.8327977913932469,benign_single_use,0
0,1,0,29.771226584256194,1,0,0,0.0,1,0.5595586169628068,cross_session,1
0,1,0,40.41258160443655,0,0,0,0.0,1,0.8759331292895809,benign_single_use,0
0,1,0,366.9955896548843,0,0,1,0.0,0,0.3446720792729227,late_verify,1
0,1,0,58.69147392537551,0,0,0,0.0,1,0.8306614180597616,benign_sms_normal,0
0,1,0,54.12166167272087,0,0,0,0.0,0,0.4362470954963773,replay_attempt,1
0,2,0,15.2722078168644,0,0,0,0.0,0,0.7781342672697182,replay_attempt,1
0,1,0,22.920394697598358,1,0,0,0.0,0,0.5593217942244082,cross_session,1
6,0,0,19.86089945112484,0,0,0,3.6422583848894967,0,0.5712348653211221,brute_force,1
0,1,0,63.012117837872914,0,0,0,0.0,0,0.39782673852651684,benign_sms_normal,0
3,0,0,13.784703063602528,0,0,0,4.425040588045918,1,0.39785789868936017,brute_force,1
0,1,0,30.910291337872287,0,0,0,0.0,0,0.6956652745368321,benign_single_use,0
4,0,0,11.237772470169805,0,0,0,2.489958488959942,1,0.3408119191823462,brute_force,1
0,1,1,61.53881453132752,0,1,0,0.0,0,0.6899225066388948,stale_after_reissue,1
0,1,0,27.35127737920388,1,0,0,0.0,1,0.8698142692662243,cross_session,1
0,2,0,11.670982731836713,0,0,0,0.0,0,0.8056515454175153,replay_attempt,1
0,1,0,360.62432823730023,0,0,1,0.0,1,0.40661847189921785,late_verify,1
1,1,0,14.190399782932309,0,0,0,0.0,1,0.7411978151832219,benign_retry_then_success,0
2,1,0,32.86181108853164,0,0,0,14.542771974594174,0,0.7897949936675246,benign_retry_then_success,0
2,0,0,23.947693117497483,0,0,0,11.602682269907948,0,0.4905690932916113,benign_retry_then_success,0
5,0,0,13.600443153303107,0,0,0,2.580390426033763,0,0.6024651278425726,brute_force,1
0,1,0,37.125388290200455,0,0,0,0.0,1,0.35911102479792234,replay_attempt,1
0,1,0,359.78490749009774,0,0,1,0.0,1,0.5309028486329497,late_verify,1
2,1,0,29.200291909096745,0,0,0,5.047115622442632,0,0.7067427977902765,benign_retry_then_success,0
2,1,0,26.563998254568517,0,0,0,14.502710558897345,0,0.8479146590752002,benign_retry_then_success,0
5,0,0,18.70363282927213,0,0,0,3.8125244643748815,0,0.6072380222135326,brute_force,1
0,1,0,50.44605583068968,0,0,0,0.0,0,0.9273125402878366,benign_single_use,0
3,0,0,8.310248090071317,0,0,0,3.3836846921970496,0,0.32618878932332585,brute_force,1
1,1,0,25.65649458236058,0,0,0,0.0,1,0.5219972249759007,benign_retry_then_success,0
0,1,0,48.779855984695736,0,0,0,0.0,1,0.4791755633973219,benign_sms_normal,0
0,1,0,18.991664494471543,0,0,0,0.0,1,0.3314374335746303,benign_sms_normal,0
2,1,0,39.37293331908466,0,0,0,11.98329623348339,1,0.9254126477885043,benign_retry_then_success,0
1,1,0,23.204084343344988,0,0,0,0.0,0,0.561560410211597,benign_retry_then_success,0
6,0,0,18.736995813116074,0,0,0,3.2849386467003496,1,0.5172265710300663,brute_force,1
0,1,0,32.540765241128824,1,0,0,0.0,0,0.4007282517858755,cross_session,1
0,1,1,27.276770281555258,0,1,0,0.0,0,0.7743610715290001,stale_after_reissue,1
6,0,0,24.668351781187262,0,0,0,4.039407920594566,0,0.5783047356774584,brute_force,1
0,2,0,79.7712154697819,0,0,0,0.0,0,0.5005123588174385,replay_attempt,1
0,1,0,7.113056767831787,0,0,0,0.0,1,0.6886386296287772,benign_sms_normal,0
1,1,0,12.713446996562599,0,0,0,0.0,1,0.9763623385002271,benign_retry_then_success,0
1,0,0,12.652330987355649,0,0,0,0.0,0,0.3124857487838914,benign_retry_then_success,0
10,0,0,37.50829038669872,0,0,0,3.6138005494525456,0,0.9072434422266273,brute_force,1
1,1,0,17.79211971889233,0,0,0,0.0,1,0.8715981343967372,benign_retry_then_success,0
3,0,0,10.826355492027457,0,0,0,3.4270935866225987,1,0.4158722059146947,brute_force,1
0,1,0,11.351953501594522,0,0,0,0.0,1,0.314803611435508,benign_single_use,0
0,1,0,19.844525029547476,0,0,0,0.0,0,0.33736735283902275,benign_sms_normal,0
2,1,0,23.59377348967569,0,0,0,6.815893163424592,1,0.9125034595642258,benign_retry_then_success,0
0,0,1,14.982412527808824,0,0,0,0.0,1,0.47457130308254825,stale_after_reissue,1
2,0,0,11.074419100645986,0,0,0,7.483369661514859,1,0.3711703320326012,benign_retry_then_success,0
0,1,0,7.857902655580734,0,0,0,0.0,1,0.9473893083126435,benign_single_use,0
7,0,0,32.09879542272978,0,0,0,4.430921617181949,1,0.5695626472702474,brute_force,1
0,1,0,12.687262602467626,1,0,0,0.0,0,0.6345140918166221,cross_session,1
0,1,0,17.791346729088055,0,0,0,0.0,0,0.5572582670805896,benign_single_use,0
0,2,0,53.928771512307016,0,0,0,0.0,1,0.5078135321998997,replay_attempt,1
0,1,0,82.88958166074512,0,0,0,0.0,1,0.6366372998100549,benign_sms_normal,0
0,2,0,78.46914582383323,0,0,0,0.0,0,0.8630742795629542,replay_attempt,1
0,1,0,376.31719788284687,0,0,1,0.0,1,0.5017089299277232,late_verify,1
0,1,0,64.05784094957235,0,0,0,0.0,0,0.9025033478281257,benign_sms_normal,0
0,1,0,57.22227794606318,0,0,0,0.0,0,0.3665670237609542,benign_sms_normal,0
0,1,0,56.47669024853443,1,0,0,0.0,1,0.39618555102646147,cross_session,1
0,1,0,73.07515496723322,0,0,0,0.0,1,0.7155774031264479,benign_sms_normal,0
0,1,0,85.41230033947308,0,0,0,0.0,1,0.477368347687431,benign_sms_normal,0
0,1,0,10.227705866042067,1,0,0,0.0,1,0.7313159900168849,cross_session,1
0,1,0,36.483678271861734,0,0,0,0.0,0,0.6261896070868591,benign_single_use,0
0,1,0,47.015786450362334,1,0,0,0.0,1,0.8594713015584465,cross_session,1
0,1,0,411.8171120471221,0,0,1,0.0,0,0.38381351195078595,late_verify,1
0,1,0,9.823995655092261,1,0,0,0.0,0,0.7605042995283695,cross_session,1
0,1,0,380.8765381837225,0,0,1,0.0,1,0.5335464308297667,late_verify,1
